Date,AAPL,JPM,XOM,PG,JNJ
2023-03-17,152.514404296875,116.06063079833984,88.9623794555664,130.43295288085938,137.87867736816406
2023-03-20,154.87588500976562,117.2875747680664,91.28801727294922,132.44058227539062,139.2449493408203
2023-03-21,156.7257537841797,120.43329620361328,95.37796020507812,131.4823760986328,139.2449493408203
2023-03-22,155.29898071289062,117.32447052001953,93.19486236572266,131.40023803710938,136.67523193359375
2023-03-23,156.38137817382812,117.01080322265625,92.14344024658203,131.21774291992188,136.74761962890625
2023-03-24,157.68019104003906,115.23038482666016,92.25035095214844,133.89154052734375,138.12298583984375
2023-03-27,155.7418212890625,118.532958984375,94.27306365966797,133.18887329101562,138.7111053466797
2023-03-28,155.12185668945312,118.89273071289062,95.44923400878906,133.56301879882812,137.37196350097656
2023-03-29,158.19183349609375,119.1325912475586,97.0887680053711,133.97369384765625,138.7201690673828
2023-03-30,159.75637817382812,118.77279663085938,97.5610122680664,134.55770874023438,138.82875061035156
2023-03-31,162.25564575195312,120.21190643310547,97.71249389648438,135.68931579589844,140.2493438720703
2023-04-03,163.50527954101562,120.07353973388672,103.47758483886719,136.4376220703125,141.92327880859375
2023-04-04,162.97390747070312,118.4683609008789,102.48851776123047,137.09466552734375,143.4072265625
2023-04-05,161.13388061523438,118.64501953125,104.24388122558594,138.0346221923828,149.849609375
2023-04-06,162.01950073242188,118.51486206054688,102.5152587890625,138.91067504882812,149.43341064453125
2023-04-10,159.43165588378906,118.90536499023438,102.06082153320312,137.7608184814453,148.68240356445312
2023-04-11,158.2213592529297,119.49109649658203,102.7825698852539,137.487060546875,148.6371612548828
2023-04-12,157.5325927734375,119.47250366210938,102.6756591796875,137.86122131347656,148.32044982910156
2023-04-13,162.905029296875,119.92808532714844,103.15679931640625,138.50001525878906,150.30206298828125
2023-04-14,162.56068420410156,128.9838104248047,103.40630340576172,137.79733276367188,150.0577392578125
2023-04-17,162.580322265625,130.00653076171875,102.2033920288086,137.84295654296875,149.9039306640625
2023-04-18,163.80044555664062,131.46621704101562,104.19934844970703,137.98899841308594,145.6873779296875
2023-04-19,164.9418487548828,131.29884338378906,103.86965942382812,138.01634216308594,147.06271362304688
2023-04-20,163.97756958007812,130.91769409179688,103.04096221923828,138.52232360839844,148.01280212402344
2023-04-21,162.3737030029297,130.6666717529297,103.37066650390625,143.31576538085938,147.20751953125
2023-04-24,162.67874145507812,130.84332275390625,105.32205963134766,143.57284545898438,148.10330200195312
2023-04-25,161.14376831054688,127.998291015625,103.82510375976562,143.60955810546875,149.4605255126953
2023-04-26,161.13388061523438,125.7297134399414,102.87166595458984,141.94749450683594,147.14414978027344
2023-04-27,165.70936584472656,127.42183685302734,104.10133361816406,143.6830596923828,147.48797607421875
2023-04-28,166.95896911621094,128.52822875976562,105.4468002319336,143.60040283203125,148.12139892578125
2023-05-01,166.8704071044922,131.2802734375,102.1766586303711,143.77490234375,148.0309295654297
2023-05-02,165.83726501464844,129.16049194335938,98.10453796386719,143.6463165283203,149.32481384277344
2023-05-03,164.76473999023438,126.42701721191406,96.17098236083984,143.46267700195312,147.37037658691406
2023-05-04,163.13133239746094,124.69767761230469,94.48690032958984,142.80149841308594,146.70082092285156
2023-05-05,170.78660583496094,127.13360595703125,96.83927917480469,143.2790069580078,147.19845581054688
2023-05-08,170.71771240234375,127.4404296875,97.22241973876953,142.60867309570312,146.86366271972656
2023-05-09,169.0154571533203,126.82679748535156,97.2491455078125,141.1486053466797,145.7235870361328
2023-05-10,170.77674865722656,126.89188385009766,96.00167083740234,141.44247436523438,146.2664794921875
2023-05-11,170.96371459960938,126.49208068847656,94.26412963867188,141.7730255126953,145.6693115234375
2023-05-12,170.03749084472656,124.6791000366211,94.25523376464844,143.21470642089844,145.47926330566406
2023-05-15,169.54486083984375,125.7297134399414,94.43498229980469,143.26060485839844,144.3662872314453
2023-05-16,169.54486083984375,124.88365173339844,92.1430892944336,143.01271057128906,144.17630004882812
2023-05-17,170.1557159423828,128.7234649658203,94.21028137207031,142.40664672851562,143.85963439941406
2023-05-18,172.48110961914062,129.69972229003906,95.06411743164062,140.06500244140625,143.39816284179688
2023-05-19,172.58950805664062,129.40220642089844,95.50452423095703,140.65272521972656,143.78724670410156
2023-05-22,171.6436004638672,128.33297729492188,94.3451156616211,136.97039794921875,143.0123291015625
2023-05-23,169.0423126220703,126.99415588378906,95.63037872314453,135.4919891357422,142.95762634277344
2023-05-24,169.31822204589844,125.83197021484375,96.69990539550781,134.3717041015625,142.82089233398438
2023-05-25,170.4513397216797,126.13877868652344,94.96526336669922,133.50851440429688,140.7696533203125
2023-05-26,172.8555450439453,127.3195571899414,94.3451156616211,133.51771545410156,140.71493530273438
2023-05-30,174.69810485839844,127.80301666259766,93.50923919677734,131.4791259765625,140.73313903808594
2023-05-31,174.6488494873047,126.17597198486328,91.83749389648438,130.85467529296875,141.3622283935547
2023-06-01,177.44712829589844,127.91460418701172,92.8980712890625,132.1953887939453,140.8881378173828
2023-06-02,178.2945098876953,130.6015625,95.05513763427734,134.54617309570312,143.1034698486328
2023-06-05,176.94461059570312,129.3185272216797,94.63272094726562,134.01353454589844,144.33424377441406
2023-06-06,176.58006286621094,129.55096435546875,95.40567779541016,132.68206787109375,144.20660400390625
2023-06-07,175.21046447753906,130.8061065673828,97.54475402832031,132.96673583984375,144.51658630371094
2023-06-08,177.9201202392578,130.84332275390625,97.23917388916016,134.47271728515625,146.10284423828125
2023-06-09,178.3043975830078,131.10362243652344,96.5201416015625,134.5828857421875,145.87490844726562
2023-06-12,181.0928497314453,131.0943145751953,95.64832305908203,133.52688598632812,145.77464294433594
2023-06-13,180.61988830566406,132.0426788330078,95.66630554199219,133.2055206298828,146.54043579101562
2023-06-14,181.25051879882812,131.54991149902344,94.51587677001953,134.45431518554688,147.2880096435547
2023-06-15,183.2802734375,133.0375213623047,95.1719741821289,136.31846618652344,149.2663116455078
2023-06-16,182.2062530517578,133.19558715820312,94.4889144897461,137.31936645507812,149.72213745117188
2023-06-20,182.29493713378906,132.51686096191406,92.32283020019531,136.05215454101562,149.63099670410156
2023-06-21,181.26034545898438,132.32159423828125,93.35643768310547,137.22756958007812,149.403076171875
2023-06-22,184.25575256347656,129.77410888671875,92.8441390991211,137.6958465576172,150.9893798828125
2023-06-23,183.9404296875,129.0953826904297,92.03524017333984,136.32762145996094,150.86170959472656
2023-06-26,182.55111694335938,129.41148376464844,93.73394012451172,136.4653778076172,149.1751708984375
2023-06-27,185.3001708984375,129.42079162597656,93.96761322021484,137.76014709472656,148.8651885986328
2023-06-28,186.47274780273438,128.85362243652344,94.73158264160156,137.73260498046875,148.5643310546875
2023-06-29,186.80772399902344,133.3536376953125,95.9000015258789,137.17245483398438,149.6036376953125
2023-06-30,191.12347412109375,135.222412109375,96.39433288574219,139.339599609375,150.898193359375
2023-07-03,189.6356201171875,136.3102264404297,96.58306121826172,140.0374755859375,148.9198760986328
2023-07-05,188.52220153808594,135.4021759033203,96.0887451171875,139.79872131347656,148.42758178710938
2023-07-06,188.9951629638672,134.06350708007812,92.50259399414062,139.5691680908203,147.32449340820312
2023-07-07,187.88169860839844,135.121337890625,92.71831512451172,136.6398468017578,145.1820831298828
2023-07-10,185.8421173095703,135.87957763671875,94.09343719482422,136.6949462890625,145.41908264160156
2023-07-11,185.31988525390625,138.00460815429688,95.24388122558594,135.9787139892578,144.61680603027344
2023-07-12,186.985107421875,138.68800354003906,95.71125030517578,136.68577575683594,144.1154327392578
2023-07-13,187.74378967285156,139.36199951171875,93.95862579345703,136.77760314941406,144.78094482421875
2023-07-14,187.89161682128906,140.2045440673828,90.72303009033203,137.78768920898438,145.74729919433594
2023-07-17,191.1431884765625,143.58395385742188,91.11846923828125,136.81431579589844,145.01795959472656
2023-07-18,190.88699340820312,143.8461151123047,90.70503234863281,137.07147216796875,145.0088653564453
2023-07-19,192.23687744140625,144.3983917236328,91.33418273925781,138.00808715820312,144.71710205078125
2023-07-20,190.29576110839844,146.17706298828125,92.94300842285156,139.1271514892578,153.5055694580078
2023-07-21,189.12322998046875,145.05369567871094,93.37442779541016,141.317138671875,155.1556396484375
2023-07-24,189.92137145996094,147.9088592529297,94.83943939208984,141.76992797851562,155.96705627441406
2023-07-25,190.77859497070312,146.80426025390625,94.98323059082031,142.1026153564453,157.1613006591797
2023-07-26,191.6456756591797,147.68421936035156,94.45294952392578,142.2504425048828,157.46218872070312
2023-07-27,190.38449096679688,146.05535888671875,94.74954986572266,140.55943298339844,158.34646606445312
2023-07-28,192.95616149902344,146.88853454589844,93.61708068847656,144.53289794921875,159.06666564941406
2023-07-31,193.5670623779297,147.8714599609375,96.38533020019531,144.4312744140625,152.7306365966797
2023-08-01,192.73941040039062,147.14125061035156,95.82808685302734,144.38504028320312,153.97047424316406
2023-08-02,189.75387573242188,145.4749298095703,94.63272094726562,144.69921875,154.900390625
2023-08-03,188.36451721191406,146.36428833007812,96.27748107910156,145.07810974121094,155.56590270996094
2023-08-04,179.31927490234375,146.05535888671875,96.54710388183594,143.4886932373047,154.10723876953125
2023-08-07,176.22535705566406,146.7480926513672,96.34937286376953,145.004150390625,157.80860900878906
2023-08-08,177.16140747070312,145.9242706298828,96.82572937011719,145.16123962402344,157.88150024414062
2023-08-09,175.57504272460938,143.9677734375,98.47052001953125,144.97647094726562,157.78121948242188
2023-08-10,175.3582763671875,143.75247192382812,98.97383117675781,144.25567626953125,156.96072387695312
2023-08-11,175.41744995117188,144.5856170654297,100.5107421875,145.0966033935547,158.49232482910156
2023-08-14,177.06517028808594,144.88516235351562,100.59163665771484,143.9599609375,158.11856079101562
2023-08-15,175.08200073242188,141.19680786132812,98.00911712646484,143.03590393066406,157.66270446777344
2023-08-16,174.21372985839844,140.59771728515625,96.35990905761719,141.5758819580078,157.1613006591797
2023-08-17,171.67803955078125,139.13734436035156,98.2265853881836,140.55943298339844,158.63818359375
2023-08-18,172.16151428222656,139.4556427001953,99.71266174316406,140.95677185058594,157.2524871826172
2023-08-21,173.49346923828125,139.9330596923828,98.50747680664062,140.24525451660156,152.5665283203125
2023-08-22,174.8649139404297,137.03103637695312,97.95474243164062,140.3007049560547,151.35398864746094
2023-08-23,178.70301818847656,137.9578094482422,97.09390258789062,141.61285400390625,149.9956512451172
2023-08-24,174.02627563476562,137.82675170898438,96.36896514892578,140.95677185058594,150.5061492919922
2023-08-25,176.22653198242188,137.65826416015625,98.09066772460938,141.88082885742188,152.66412353515625
2023-08-28,177.78546142578125,138.1356658935547,98.9152603149414,142.1026153564453,150.86428833007812
2023-08-29,181.66302490234375,139.259033203125,99.5042495727539,142.18577575683594,150.88267517089844
2023-08-30,185.14585876464844,138.6973419189453,100.47383880615234,142.34286499023438,150.3500518798828
2023-08-31,185.3629150390625,136.98422241210938,100.75473022460938,142.62010192871094,148.4675750732422
2023-09-01,186.93174743652344,137.4429473876953,102.86607360839844,142.7771759033203,147.36563110351562
2023-09-05,187.1685333251953,135.92640686035156,102.8751449584961,140.86436462402344,147.54931640625
2023-09-06,180.46914672851562,135.7017364501953,103.7631607055664,140.5871124267578,145.09750366210938
2023-09-07,175.19053649902344,134.5409393310547,103.25569915771484,141.92703247070312,146.95240783691406
2023-09-08,175.80224609375,134.64390563964844,104.75992584228516,141.317138671875,147.4390869140625
2023-09-11,176.9665069580078,135.23367309570312,103.44599914550781,142.99896240234375,149.36749267578125
2023-09-12,173.9473419189453,136.9936065673828,106.46347045898438,140.48548889160156,150.21229553222656
2023-09-13,171.88523864746094,137.0591278076172,105.51202392578125,141.4650115966797,150.58883666992188
2023-09-14,173.39483642578125,139.7177276611328,107.39679718017578,143.01742553710938,150.35923767089844
2023-09-15,172.67453002929688,139.30584716796875,105.74761962890625,141.816162109375,148.25637817382812
2023-09-18,175.59506225585938,139.59603881835938,106.59939575195312,142.3521270751953,149.19302368164062
2023-09-19,176.68040466308594,139.4181671142578,106.31848907470703,141.936279296875,148.94508361816406
2023-09-20,173.14816284179688,138.8284149169922,105.47577667236328,141.816162109375,149.59707641601562
2023-09-21,171.6089630126953,137.7425079345703,103.98968505859375,140.5871124267578,148.44921875
2023-09-22,172.45748901367188,136.42254638671875,104.15280151367188,140.06968688964844,147.38401794433594
2023-09-25,173.7302703857422,137.09654235839844,105.32173919677734,139.21951293945312,147.16363525390625
2023-09-26,169.665283203125,135.6736297607422,105.48485565185547,137.9812774658203,146.0249481201172
2023-09-27,168.15567016601562,136.46934509277344,108.91912078857422,136.1516571044922,144.2710723876953
2023-09-28,168.41220092773438,138.16375732421875,108.25765991210938,135.22756958007812,144.05987548828125
2023-09-29,168.92527770996094,135.75790405273438,106.5450210571289,134.7840118408203,143.02218627929688
2023-10-02,171.43138122558594,134.58773803710938,104.77803802490234,134.16490173339844,142.47119140625
2023-10-03,170.0994110107422,133.59544372558594,104.95926666259766,134.442138671875,142.64569091796875
2023-10-04,171.3425750732422,134.19459533691406,101.03564453125,134.88568115234375,142.8109588623047
2023-10-05,172.575927734375,134.7603759765625,98.76119995117188,132.88043212890625,144.29859924316406
2023-10-06,175.12147521972656,136.8350830078125,97.11201477050781,133.14842224121094,144.7577362060547
2023-10-09,176.60147094726562,136.5238800048828,100.51007080078125,132.473876953125,145.5841827392578
2023-10-10,176.0094451904297,137.353759765625,100.08419799804688,133.7860565185547,145.41888427734375
2023-10-11,177.40065002441406,137.8252410888672,96.49583435058594,132.14120483398438,143.41702270507812
2023-10-12,178.2985076904297,137.50460815429688,96.47770690917969,132.43690490722656,143.55477905273438
2023-10-13,176.4633331298828,139.5698699951172,99.55863189697266,133.70286560058594,144.0323028564453
2023-10-16,176.33505249023438,139.42843627929688,99.63111877441406,134.9780731201172,144.65672302246094
2023-10-17,174.78599548339844,139.1266632080078,100.93596649169922,135.1536407470703,143.3343963623047
2023-10-18,173.49346923828125,137.5989227294922,102.34957122802734,138.6373748779297,140.24899291992188
2023-10-19,173.1185760498047,137.01425170898438,102.4129867553711,137.85716247558594,139.8725128173828
2023-10-20,170.572998046875,134.80755615234375,100.65505981445312,137.67123413085938,140.49688720703125
2023-10-23,170.69137573242188,132.96859741210938,99.17802429199219,137.76419067382812,139.0184783935547
2023-10-24,171.12550354003906,133.12892150878906,98.21751403808594,139.39149475097656,138.87155151367188
2023-10-25,168.81675720214844,132.4027862548828,98.39875030517578,140.04244995117188,139.18380737304688
2023-10-26,164.66293334960938,132.7422637939453,97.50164794921875,139.29852294921875,136.82376098632812
2023-10-27,165.9751739501953,127.96106719970703,95.64405059814453,136.84359741210938,133.70164489746094
2023-10-30,168.0175323486328,129.592529296875,95.9430923461914,138.79641723632812,135.0147705078125
2023-10-31,168.49114990234375,131.1391143798828,95.91588592529297,139.5124053955078,136.21771240234375
2023-11-01,171.64845275878906,131.02593994140625,95.72561645507812,139.12185668945312,136.5391082763672
2023-11-02,175.2003936767578,133.36468505859375,98.86995697021484,140.8235626220703,137.96246337890625
2023-11-03,174.2926788330078,134.8546600341797,97.66476440429688,139.54962158203125,138.97254943847656
2023-11-06,176.83822631835938,135.87315368652344,95.93401336669922,140.35861206054688,139.30313110351562
2023-11-07,179.39366149902344,135.80714416503906,94.42982482910156,140.03314208984375,138.5685272216797
2023-11-08,180.4494171142578,136.4767303466797,93.26994323730469,139.49380493164062,138.06349182128906
2023-11-09,179.97581481933594,136.0712127685547,93.29713439941406,139.80996704101562,135.37290954589844
2023-11-10,184.15487670898438,138.08929443359375,94.01297760009766,140.79566955566406,135.2168426513672
2023-11-13,182.57412719726562,137.47633361816406,95.00068664550781,141.77206420898438,135.56578063964844
2023-11-14,185.18231201171875,139.9848175048828,95.3664779663086,141.4558868408203,135.5933074951172
2023-11-15,185.74546813964844,141.21080017089844,94.7903823852539,140.80494689941406,136.64013671875
2023-11-16,187.4250030517578,142.8233642578125,93.69304656982422,142.1161346435547,137.8339080810547
2023-11-17,187.40521240234375,144.11534118652344,95.9791259765625,140.4794921875,137.54922485351562
2023-11-20,189.14402770996094,144.55856323242188,95.55850982666016,139.73558044433594,138.76182556152344
2023-11-21,188.34381103515625,144.2567901611328,95.52192687988281,139.12185668945312,139.88182067871094
2023-11-22,189.0057373046875,144.59629821777344,95.11042785644531,140.4329833984375,139.60414123535156
2023-11-24,187.68185424804688,144.7943115234375,95.62249755859375,140.7677459716797,141.1592254638672
2023-11-27,187.50401306152344,144.46426391601562,95.064697265625,140.63755798339844,140.02993774414062
2023-11-28,188.10667419433594,144.7943115234375,95.00983428955078,141.6139678955078,140.35391235351562
2023-11-29,187.0890655517578,145.52993774414062,93.58329772949219,140.5352783203125,140.79818725585938
2023-11-30,187.662109375,147.1896514892578,93.94908142089844,142.75775146484375,143.15858459472656
2023-12-01,188.93655395507812,147.90634155273438,94.17769622802734,141.95802307128906,146.60195922851562
2023-12-04,187.1483612060547,148.9908447265625,93.66561126708984,141.4001007080078,147.0647735595703
2023-12-05,191.0902862548828,148.97201538085938,91.84590911865234,136.4716339111328,146.75927734375
2023-12-06,190.00357055664062,147.40655517578125,90.62968444824219,136.3693389892578,144.9728240966797
2023-12-07,191.93008422851562,147.8592071533203,89.99873352050781,136.22987365722656,143.84353637695312
2023-12-08,193.35272216796875,149.4906463623047,91.03204345703125,134.97451782226562,142.93643188476562
2023-12-11,190.85317993164062,150.0376434326172,91.09606170654297,135.5975341796875,143.5288543701172
2023-12-12,192.36476135253906,151.3767547607422,89.660400390625,135.70909118652344,143.53811645507812
2023-12-13,195.5756378173828,151.885986328125,90.45594024658203,138.16407775878906,144.2045440673828
2023-12-14,195.72381591796875,154.64910888671875,92.88835144042969,134.5188751220703,145.20423889160156
2023-12-15,195.19032287597656,155.81845092773438,92.26652526855469,133.867919921875,143.62139892578125
2023-12-18,193.53053283691406,156.76150512695312,92.95235443115234,135.9229736328125,143.8805694580078
2023-12-19,194.56790161132812,158.85504150390625,94.17769622802734,135.9229736328125,144.82470703125
2023-12-20,192.48330688476562,157.0632781982422,92.6048812866211,133.82144165039062,141.87196350097656
2023-12-21,192.3351287841797,157.9591522216797,93.02549743652344,134.1468963623047,143.3251953125
2023-12-22,191.26815795898438,157.8648681640625,93.19010925292969,135.09536743164062,143.8990936279297
2023-12-26,190.72476196289062,158.79849243164062,93.40043640136719,135.70909118652344,144.5285186767578
2023-12-27,190.8235626220703,159.75096130371094,92.96150207519531,135.8207244873047,144.72291564941406
2023-12-28,191.24838256835938,160.5996856689453,91.6172866821289,135.51385498046875,144.935791015625
2023-12-29,190.21104431152344,160.4110870361328,91.42524719238281,136.26705932617188,145.08389282226562
